concept_id,reading,category,voice,test_type,verdict,n,diff,ci_lo,ci_hi,p,q_bh,holm,verified,deepdive_label,summary,result_path,script
no-draw-no-trade,b,risk,guest,gate,NEGATIVE,3776,-0.0637775,-0.113015,-0.0113029,0.01397,0.1207,keep,,,"Daily-draw reading (Jokerszn/Nick close-through test) on the 1h CISD book: trade only after the prior day closed beyond the day-before's high or low. Allowed trades did worse than those taken on an inside-close day: -0.064R [-0.113, -0.011], NEGATIVE.",concept_campaign/results/no-draw-no-trade__b.json,concept_campaign/tests/risk_guest_02b/no-draw-no-trade.py
no-fading-the-daily-candle,a,model,own,gate,EDGE,21392,0.0313938,0.0040588,0.0603153,0.02871,0.1838,keep,refuted_both,,"Refuted (both): depends on the locked control draw: six other seeds give +0.017 to +0.032 (mean +0.025) against +0.031 reported, at the edge of significance.",concept_campaign/results/no-fading-the-daily-candle__a.json,concept_campaign/tests/model_own_01b/no-fading-the-daily-candle.py
no-fading-the-daily-candle,b,model,own,gate,EDGE,13600,0.0269856,0.000228688,0.0539763,0.04905,0.245,keep,refuted_faithfulness,,Refuted (faithfulness): its distinguishing small-wick test does nothing (-0.012R); knife-edge wick cut.,concept_campaign/results/no-fading-the-daily-candle__b.json,concept_campaign/tests/model_own_01b/no-fading-the-daily-candle.py
no-monday-rule,a,time,own,gate,NULL,26326,-0.010063,-0.041053,0.0214703,0.5281,0.78,keep,,,"Plain 'never trade Monday' (18:00-NY session date) on the 15m CISD book. Tue-Fri vs Monday: -0.010R, powered NULL (MDE 0.045).",concept_campaign/results/no-monday-rule__a.json,concept_campaign/tests/time_own_02b/no-monday-rule.py
no-monday-rule,b,time,own,gate,NULL,22797,-0.000642323,-0.0272606,0.0248042,0.9614,0.9831,keep,,,"AM Trades form: Monday blocked, and Tuesday allowed only if Monday traded through the prior week's high or low. Result: powered NULL (MDE 0.037).",concept_campaign/results/no-monday-rule__b.json,concept_campaign/tests/time_own_02b/no-monday-rule.py
no-news-judas-swing,,time,guest,gate,UNDERPOWERED,1685,0.01971,-0.100791,0.140122,0.7484,0.9146,keep,,,"Daily 09:30 fade: fade the 09:30-09:45 leg, stop at the leg's extreme, 2R, exit 16:00. No-news days (n=1,685) vs news days (n=972): +0.020R [-0.10, +0.14]. News days are derived NFP Fridays plus an 08:30 5m range at least 3x its 24h median; there is no calendar data. MDE 0.17, so UNDERPOWERED.",concept_campaign/results/no-news-judas-swing.json,concept_campaign/tests/time_guest_01a/no-news-judas-swing.py
no-reversal-means-still-going,,risk,guest,gate,NULL,69483,-0.0180829,-0.0501466,0.0115103,0.2503,0.569,keep,,,"15m STRAT 2-2 trades with continuity. At each 15m close while a trade is alive (up to 16 bars), score 'keep holding' (original stop, no target, 1h), clustered by trade. Holding after a close with no opposing 2 (69k rows) vs holding after the opposing-2 close (16k rows): -0.018R [-0.050, +0.012]. Powered NULL;",concept_campaign/results/no-reversal-means-still-going.json,concept_campaign/tests/risk_guest_01b/no-reversal-means-still-going.py
no-shorting-below-lows,a,entry,own,gate,NULL,5967,0.0119994,-0.0198539,0.0431458,0.4553,0.7364,keep,,,"Gate on the 15m rung-0 CISD book (both directions): shorts closing below the previous-day low (or longs above the previous-day high) vs the rest, claim '-'. NULL: chasing beyond PDH/PDL is not worse.",concept_campaign/results/no-shorting-below-lows__a.json,concept_campaign/tests/entry_own_03b/no-shorting-below-lows.py
no-shorting-below-lows,b,entry,own,gate,EDGE,4393,-0.0382504,-0.0701293,-0.00523838,0.02085,0.1584,keep,upheld,,"Verifiers upheld (-0.038R, all 4 blocks negative) but BH q=0.16 - a candidate only: shorting 15m CISDs at the running day low underperforms.",concept_campaign/results/no-shorting-below-lows__b.json,concept_campaign/tests/entry_own_03b/no-shorting-below-lows.py
no-size-reduction-in-drawdown,,risk,own,untestable,UNTESTABLE,0,,,,,,,,,"Untestable: this is pure sizing arithmetic. Position size changes dollars, never a trade's R outcome, and the concept claims no market effect in either direction to test. The 34% break-even at 2R is the identity 1/(1+2).",concept_campaign/results/no-size-reduction-in-drawdown.json,concept_campaign/tests/risk_own_01a/no-size-reduction-in-drawdown.py
no-stop-change-before-first-target,,risk,guest,trade,NULL,3502,-0.0277878,-0.0729211,0.0209837,0.2461,0.5669,keep,,,"Base book: 1h CISD with T1 = nearest unbroken 1h swing at least 0.25R away. At the first adverse 15m close through the latest 15m swing before T1 or the stop, holding the original stop/T1 bracket for the rest of the 10h hold vs a matched random control: -0.028R [-0.073, +0.021].",concept_campaign/results/no-stop-change-before-first-target.json,concept_campaign/tests/risk_guest_02a/no-stop-change-before-first-target.py
no-trade-into-blue-sky,,risk,guest,gate,UNDERPOWERED,3827,0.0328342,-0.101779,0.159468,0.6222,0.8335,keep,,,"Longs only in the 1h CISD book. Blocked when the 2R target sits above the running ATH, taken as the larger of the pre-sample 1921.17 and the in-data maximum (301 blocked). +0.033R [-0.102, +0.159]. Only 187 effective days, so UNDERPOWERED.",concept_campaign/results/no-trade-into-blue-sky.json,concept_campaign/tests/risk_guest_02b/no-trade-into-blue-sky.py
nq-over-es-volatility-preference,,risk,guest,untestable,UNTESTABLE,0,,,,,,,,,"The rule picks between NQ and ES futures by relative volatility and weekly relative weakness. The dataset is single-instrument XAUUSD, so there is no second series to choose between.",concept_campaign/results/nq-over-es-volatility-preference.json,concept_campaign/tests/risk_guest_02b/nq-over-es-volatility-preference.py
ny-am-time-level-cascade,,time,own,rate,NULL,2404,-0.0110649,-0.0309484,0.00981905,0.2874,0.6056,keep,,,"Rate test on 30m candles, bias = prior-day candle direction, opposing-run and expansion cuts from threshold_fits at 1.0. Two branches pooled: an 8:30 opposing run predicts a 9:30 expansion; if 8:30 fails and 9:30 runs, it predicts a 10:00 expansion.",concept_campaign/results/ny-am-time-level-cascade.json,concept_campaign/tests/time_own_03b/ny-am-time-level-cascade.py
ny-morning-routine,,model,own,trade,UNDERPOWERED,872,0.047802,-0.0491898,0.142153,0.3274,0.6372,keep,,,"Daily previous-candle bias; after 08:30 NY, a sweep of the 00:00-08:30 range extreme on the bias side (so below the midnight open for longs); 5m CISD entry, stop at the swept extreme, target the far side of that range, exit 16:00. +0.048R, MDE 0.137, UNDERPOWERED.",concept_campaign/results/ny-morning-routine.json,concept_campaign/tests/model_own_04b/ny-morning-routine.py
oco-bracket-order,,entry,own,untestable,UNTESTABLE,0,,,,,,,,,"Order-type mechanics with no claim to test: a limit entry with an OCO stop and target. The harness already resolves every trade as an OCO bracket, so there is nothing to compare it against. Stop-leg slippage needs fill or tick data, and no rule says where the limit goes.",concept_campaign/results/oco-bracket-order.json,concept_campaign/tests/entry_own_04b/oco-bracket-order.py
old-accumulation-new-distribution,a,liquidity,guest,trade,UNDERPOWERED,1267,0.00196328,-0.0764463,0.0827248,0.9614,0.9831,keep,,,"Reading (a), the mirrored curve. A respected left-side 4H order block before a confirmed 4H swing is broken by a close on the return leg. The first 1H retrace into the band is traded as the re-polarised block: stop beyond the zone, 2R, 48h hold. Result: +0.002R vs control, CI [-0.076, +0.083], MDE 0.114.",concept_campaign/results/old-accumulation-new-distribution__a.json,concept_campaign/tests/liquidity_guest_01a/old-accumulation-new-distribution.py
old-accumulation-new-distribution,b,liquidity,guest,gate,UNDERPOWERED,1840,-0.0298485,-0.117499,0.0657977,0.5233,0.7779,keep,,,"Reading (b), old gaps. Book: 3,868 4H FVG retests, traded as a reaction from the approach side (stop at the far edge, 2R, 48h). Old retests (traded into, 2 or more bars of accumulation, departed, then retouched within 60 days; 49% of the book) are compared with fresh first touches.",concept_campaign/results/old-accumulation-new-distribution__b.json,concept_campaign/tests/liquidity_guest_01a/old-accumulation-new-distribution.py
old-fvg-across-the-curve,,entry,own,trade,NULL,10095,0.0121789,-0.0141333,0.0387616,0.3668,0.6708,keep,,,"After a 15m CISD reversal: opposite FVGs from the prior leg are closed through, then retested as support/resistance. Stop at the protected swing, 2R (stop and target borrowed from the method spec because the concept gives neither). NULL.",concept_campaign/results/old-fvg-across-the-curve.json,concept_campaign/tests/entry_own_03b/old-fvg-across-the-curve.py
old-high-low-three-outcomes,,structure,own,trade,EDGE,2561,0.051089,0.000597217,0.103026,0.05056,0.2502,keep,refuted_both,,Refuted (both): rests on the locked-seed control draw; ToD-matched control halves it to NULL.,concept_campaign/results/old-high-low-three-outcomes.json,concept_campaign/tests/structure_own_05b/old-high-low-three-outcomes.py
one-cisd-per-day,,entry,own,rate,NULL,2718,-0.010596,-0.0286258,0.00758094,0.2513,0.569,keep,,,"Rate test: the day's first 15m CISD between 02:00 and 12:00 NY. Claim tested: its protected swing is the daily wick and is not traded through before the 17:00 NY halt. It held 24.4% of the time vs 25.5% for a null at matched distance, time of day and bar count: -0.011 [-0.029, +0.008]. Powered NULL (MDE 0.026).",concept_campaign/results/one-cisd-per-day.json,concept_campaign/tests/entry_own_04b/one-cisd-per-day.py
one-minute-premature-entry,,entry,guest,gate,NULL,102074,0.00624784,-0.00354518,0.0161197,0.213,0.5183,keep,,,"5m swing-level breaks. Entering on the first M1 close through the level (n=102k) vs waiting for the 5m close (n=98k), same 5m swing stop, 2R, 50-minute hold: +0.006R, CI [-0.004, +0.016]. Powered NULL (MDE 0.014).",concept_campaign/results/one-minute-premature-entry.json,concept_campaign/tests/entry_guest_02a/one-minute-premature-entry.py
opening-location-vs-previous-range,a,model,guest,rate,UNDERPOWERED,1323,-0.0181406,-0.0568667,0.0217241,0.3656,0.6708,keep,,,"Framework one: the 4H candle opens between the 1.0 and 1.5 deviation, and the claim is continuation to -2. Hit 66.7% vs 68.5% for a same-moment mirror level at the same distance in the opposite direction; that null was fixed before the run.",concept_campaign/results/opening-location-vs-previous-range__a.json,concept_campaign/tests/model_guest_02a/opening-location-vs-previous-range.py
opening-location-vs-previous-range,b,model,guest,rate,UNDERPOWERED,678,-0.0294985,-0.0855457,0.0235988,0.2894,0.6072,keep,,,"Framework two: the candle opens between the 2.0 and 2.5 deviation, and the claim is a retracement to the previous candle's 50% level. Hit 61.7% vs 64.6% for the same-moment mirror level. The point estimate is negative and the test is underpowered (MDE 0.078).",concept_campaign/results/opening-location-vs-previous-range__b.json,concept_campaign/tests/model_guest_02a/opening-location-vs-previous-range.py
opening-price-breaker,,entry,guest,trade,UNDERPOWERED,304,0.0966754,-0.0512286,0.247476,0.2046,0.5083,keep,,,"Tested a daily PO3 anchored at the NY midnight open, with 15m bars. The trigger is the first close back through the open after a manipulation that also closes through the pre-extreme swing.",concept_campaign/results/opening-price-breaker.json,concept_campaign/tests/entry_guest_02b/opening-price-breaker.py
opening-time-only-execution,a,time,guest,gate,NULL,8783,-0.00153642,-0.0272172,0.0227299,0.904,0.9709,keep,,,"Ash's reading. Bare 5m CISD taken within 60 minutes of 02:00 or 09:30 NY vs all other times: -0.002R [-0.027, +0.023]. Powered NULL.",concept_campaign/results/opening-time-only-execution__a.json,concept_campaign/tests/time_guest_01a/opening-time-only-execution.py
opening-time-only-execution,b,time,guest,gate,NULL,10403,0.00805844,-0.0133942,0.0291513,0.4578,0.7367,keep,,,"$niper and AM Trades' reading. Bare 5m CISD taken 09:30-12:00 NY vs all other times: +0.008R [-0.013, +0.029]. Powered NULL.",concept_campaign/results/opening-time-only-execution__b.json,concept_campaign/tests/time_guest_01a/opening-time-only-execution.py
opposing-candle,a,structure,own,gate,NULL,30871,0.0439845,-0.0103237,0.0980819,0.1117,0.3786,keep,,,"Qualification rule: 15m CISD whose opposing-series candles all have a wick on the extreme side, vs series containing a wickless candle (1,872 in the complement). +0.044R, powered NULL.",concept_campaign/results/opposing-candle__a.json,concept_campaign/tests/structure_own_01b/opposing-candle.py
opposing-candle,b,structure,own,trade,UNDERPOWERED,15488,0.0385867,-0.0832021,0.169815,0.55,0.7922,keep,,,"Rolling invalidation: inside a live 1h expansion, enter with the trend at each qualifying opposing 1h candle close. Stop beyond the series extreme, target the leg extreme. +0.039R; effective n 2,274 with heavy dependence and 12.7% control overlap, MDE 0.181.",concept_campaign/results/opposing-candle__b.json,concept_campaign/tests/structure_own_01b/opposing-candle.py
opposing-run,,structure,own,gate,EDGE,8898,0.0414297,0.000370249,0.0827736,0.04875,0.245,keep,refuted_faithfulness,,Refuted (faithfulness): a knife-edge 0.30 cut - every neighbouring cut and the futures 4H grid are NULL.,concept_campaign/results/opposing-run.json,concept_campaign/tests/structure_own_04a/opposing-run.py
opposing-run-entry,a,entry,own,trade,NULL,2510,-0.017153,-0.0773755,0.0413968,0.5713,0.8029,keep,,,"Trade test. Setup: with the previous-candle daily bias, a counter-bias 5m opposing run from the 00:00, 08:30 or 09:30 NY open, then a CISD close back through it. Enter on that close, stop at the run's extreme, 2R, exit at 16:00 NY (hold measured in bars, clustered by date).",concept_campaign/results/opposing-run-entry__a.json,concept_campaign/tests/entry_own_04b/opposing-run-entry.py
opposing-run-entry,b,entry,own,gate,UNDERPOWERED,958,0.0481869,-0.0922404,0.184986,0.4956,0.7638,keep,,,"Gate test of the Judas-swing price anchor on reading a's 08:30/09:30 trades. Gate = the run's extreme lies beyond both the midnight open and the 08:30 open. Gated n=958 vs 710: +0.048R [-0.092, +0.185]. MDE 0.198, so UNDERPOWERED.",concept_campaign/results/opposing-run-entry__b.json,concept_campaign/tests/entry_own_04b/opposing-run-entry.py
optimal-trade-entry,a,entry,own,trade,NULL,6518,0.00111268,-0.0409974,0.0429526,0.9586,0.9831,keep,,,"Bare 0.705 OTE limit on 15m close-through displacement legs (stop at the leg anchor, target the leg extreme, 5h hold) vs matched random entry: +0.001R, a powered null.",concept_campaign/results/optimal-trade-entry__a.json,concept_campaign/tests/entry_own_02b/optimal-trade-entry.py
optimal-trade-entry,b,entry,own,gate,UNDERPOWERED,3141,-0.0259708,-0.111698,0.0587108,0.5502,0.7922,keep,,,"Gate on the OTE book: does a same-direction 15m FVG overlapping the 0.62-0.79 band help? -0.026R, CI contains 0. MDE 0.12 is above the 0.10 threshold, so underpowered.",concept_campaign/results/optimal-trade-entry__b.json,concept_campaign/tests/entry_own_02b/optimal-trade-entry.py
options-expiry-3x-rule,,risk,own,untestable,UNTESTABLE,0,,,,,,,,,"Expiry-selection rule against theta decay. It needs option premia or implied vol, which the campaign lacks, and the corpus gives no method for estimating time-to-target.",concept_campaign/results/options-expiry-3x-rule.json,concept_campaign/tests/risk_own_02b/options-expiry-3x-rule.py
